Gene,positivePosteriorProb,negativePosteriorProb,FDR
ZNF684,0.028651762,0.110826838,0.612888955
ZNF687,0.02786612,0.091952792,0.666563725
ZNF688,0.02833478,0.090283811,0.670132563
ZNF689,0.060033051,0.273820771,0.31149666
ZNF691,0.02647266,0.07262055,0.733421687
ZNF695,0.027021219,0.082587847,0.699030356
ZNF697,0.031762739,0.131043516,0.561826548
ZNF699,0.998618998,0.999874227,0
ZNF69,0.025937047,0.064584693,0.760954302
ZNF700,0.02820686,0.10235678,0.636489974
ZNF701,0.019255347,0.049152526,0.782388268
ZNF703,0.027140883,0.081159914,0.703008759
ZNF704,0.050944227,0.185067624,0.439255604
ZNF705A,0.033705933,0.149406224,0.521766489
ZNF705B,0.024409314,0.081658484,0.710449333
ZNF705D,0.038078554,0.12736238,0.556248899
ZNF705G,0.021149875,0.080478898,0.7251372
ZNF706,0.015843879,0.046823393,0.785275317
ZNF707,0.019741814,0.055882712,0.778970458
ZNF709,0.026726125,0.079146699,0.711233
ZNF70,0.026375763,0.070178299,0.742137606
ZNF710,0.030771135,0.14273502,0.540255325
ZNF711,0.022441742,0.109904107,0.631692287
ZNF713,0.025412225,0.059508737,0.773045823
ZNF714,0.029414799,0.097333917,0.646235866
ZNF716,0.026327717,0.070739184,0.740087803
ZNF717,0.019454295,0.049038574,0.782330215
ZNF718,0.02623213,0.128817948,0.579326403
ZNF71,0.027542989,0.085102624,0.689695593
ZNF720,0.026465954,0.071025568,0.738677089
ZNF721,0.025757279,0.064423152,0.761876602
ZNF729,0.032676428,0.19886317,0.446567791
ZNF730,0.025560592,0.06136441,0.769781955
ZNF736,0.021853921,0.088822979,0.695723515
ZNF740,0.031164546,0.13530451,0.554126589
ZNF746,0.03348263,0.129297849,0.561934182
ZNF747,0.12367876,0.131269854,0.412751295
ZNF749,0.029440105,0.120202984,0.59089985
ZNF74,0.026362379,0.071891417,0.736216251
ZNF750,0.026122036,0.068242537,0.749499348
ZNF75A,0.025544267,0.06159978,0.769365222
ZNF75D,0.019771549,0.055699754,0.779076587
ZNF761,0.017677796,0.049453963,0.783142199
ZNF763,0.02820686,0.10235678,0.636489974
ZNF764,0.030436197,0.126359886,0.575885471
ZNF765,0.025354071,0.058593097,0.774373707
ZNF766,0.025284857,0.058182678,0.774974101
ZNF768,0.02764515,0.093445193,0.662245812
ZNF76,0.212348781,0.100836436,0.333056313
ZNF770,0.026319612,0.070577484,0.740813169
ZNF771,0.031889495,0.131487144,0.560692211
ZNF772,0.032069284,0.115104294,0.596579552
ZNF773,0.026689022,0.074750814,0.725737974
ZNF774,0.034138318,0.134999956,0.548363392
ZNF775,0.304107156,0.793550947,0
ZNF776,0.025870875,0.065333854,0.759024158
ZNF777,0.029295052,0.098416243,0.643708257
ZNF778,0.025678651,0.063030339,0.765708148
ZNF77,0.026019694,0.067218756,0.753134608
ZNF780A,0.031931198,0.222362544,0.414016223
ZNF780B,0.025584343,0.061101473,0.770196926
ZNF781,0.026707647,0.07572362,0.722514827
ZNF782,0.028651636,0.117250951,0.599498414
ZNF783,0.026998258,0.075683476,0.721372262
ZNF784,0.025588689,0.06196182,0.768464562
ZNF785,0.028261857,0.091738554,0.665826875
ZNF786,0.025506993,0.060567359,0.771282082
ZNF787,0.031193361,0.110990722,0.607631707
ZNF789,0.026168736,0.069943216,0.743524637
ZNF790,0.025722878,0.063655581,0.76407199
ZNF791,0.03349893,0.267943321,0.350599571
ZNF792,0.026053074,0.065970688,0.756725316
ZNF793,0.019345224,0.048230142,0.782871708
ZNF799,0.028863499,0.087106474,0.678718309
ZNF79,0.032461696,0.128330366,0.566552511
ZNF7,0.025265516,0.057840768,0.775379195
ZNF800,0.019427577,0.049480758,0.782175431
ZNF804A,0.026437873,0.071033389,0.738804904
ZNF804B,0.026567564,0.074567522,0.726624613
ZNF805,0.027493855,0.092486654,0.665908972
ZNF808,0.026489006,0.073217575,0.73133003
ZNF80,0.026155474,0.06688677,0.753825323
ZNF813,0.030834779,0.124384576,0.578936578
ZNF816,0.030362567,0.110393761,0.61040181
ZNF81,0.034466451,0.127778251,0.563486912
ZNF821,0.028051438,0.098419001,0.647278182
ZNF823,0.030578014,0.112692831,0.604979509
ZNF827,0.026133674,0.069468322,0.745197389
ZNF829,0.027338332,0.084554091,0.692166311
ZNF831,0.026271967,0.069273506,0.745422596
ZNF835,0.025730573,0.063859454,0.763378692
ZNF836,0.027514011,0.090724318,0.671317702
ZNF837,0.070524823,0.230393496,0.351262876
ZNF839,0.033280735,0.105186835,0.615024633
ZNF83,0.020630958,0.055570262,0.778574589
ZNF841,0.019809832,0.053500804,0.780175661
ZNF843,0.052018494,0.479062713,0.14999336
ZNF845,0.02705569,0.076590258,0.718250351
ZNF84,0.020522372,0.054458379,0.779337032
ZNF852,0.243255989,0.239790325,0.183807439
ZNF860,0.026383234,0.070319458,0.741574247
ZNF878,0.026353094,0.072813594,0.733030933
ZNF8,0.028395661,0.106055063,0.625893175
ZNF90,0.031699089,0.117543266,0.591897578
ZNF91,0.02286686,0.059191308,0.776138459
ZNF92,0.026213675,0.068010124,0.750129985
ZNF93,0.19682619,0.297099431,0.174056618
ZNF98,0.026281819,0.071126263,0.739088289
ZNF99,0.030237991,0.129514619,0.568998101
ZNHIT3,0.035016733,0.230870104,0.39636176
ZRANB2,0.021789586,0.056316424,0.777724793
ZRSR2,0.031064116,0.135236739,0.554238909
ZSCAN10,0.027055329,0.082678916,0.698489283
ZSCAN12,0.030828017,0.093596635,0.652916654
ZSCAN16,0.027225037,0.078256137,0.71230578
ZSCAN1,0.02561641,0.062164669,0.767948883
ZSCAN21,0.026822891,0.077537831,0.715944245
ZSCAN22,0.025718154,0.063166978,0.765283205
ZSCAN23,0.030038065,0.131276546,0.565343279
ZSCAN25,0.019735974,0.057376686,0.77816879
ZSCAN26,0.029851593,0.098209884,0.642638665
ZSCAN29,0.026081845,0.067760826,0.751353631
ZSCAN2,0.027731519,0.084602216,0.690703579
ZSCAN30,0.026877694,0.075231301,0.723578461
ZSCAN31,0.016647402,0.035673555,0.787502559
ZSCAN32,0.019550323,0.050961714,0.781421381
ZSCAN4,0.027836971,0.089211799,0.674959103
ZSCAN5A,0.019371214,0.056327154,0.778922204
ZSCAN5B,0.02234859,0.065553117,0.767648475
ZSCAN9,0.028663564,0.114289867,0.605771322
ZUFSP,0.025839817,0.065947347,0.757378107
ZXDA,0.041041093,0.176834224,0.465943842
ZXDB,0.026062464,0.067884329,0.750918484
ZXDC,0.02588247,0.066036771,0.757005648
ZZZ3,0.05615228,0.773771116,0.019618857
ABCC10,0.029887027,0.127797375,0.573687267
ABCC6,0.025743896,0.063953919,0.763128204
ABCG4,0.026391573,0.067755689,0.750318309
ABHD12,0.027176731,0.084054536,0.694153519
ACBD4,0.025717086,0.063511999,0.764416639
ACKR2,0.018882584,0.043647415,0.785362347
AGPAT4,0.082006183,0.184977372,0.394207744
AIG1,0.026237736,0.069814821,0.743686522
ALG10,0.026979422,0.077097093,0.716742085
ALKBH5,0.054730767,0.415939962,0.193728339
ALOX5AP,0.028013839,0.091323759,0.668078629
AMICA1,0.02635194,0.072136107,0.73530829
AMIGO1,0.026963211,0.079114051,0.710430603
AMIGO2,0.020432162,0.051080777,0.78096716
ANKLE2,0.027172397,0.078331689,0.712287367
ANO6,0.019240878,0.047439716,0.783383655
ANO7,0.026725766,0.079249782,0.710804575
ANO9,0.026305294,0.070538097,0.741090638
ANTXR1,0.027590051,0.084779419,0.69063665
APOL1,0.022982,0.062202083,0.772602712
APOL4,0.026105784,0.067699693,0.751514696
AQP10,0.026612227,0.075516047,0.723479209
AQP3,0.026641743,0.075660581,0.722964865
AQP8,0.026039236,0.067463547,0.752328184
ARIH2OS,0.026018162,0.06681515,0.754306999
ARL6IP6,0.027087118,0.080602592,0.705152835
ARMCX1,0.027281377,0.087541528,0.68253056
ARMCX2,0.031754035,0.282247856,0.332060777
ARMCX3,0.016761891,0.037057123,0.787382517
ARMCX6,0.026940603,0.068484646,0.74576596
ARSE,0.027006949,0.077028336,0.716883317
ARSK,0.026180026,0.070139234,0.742955959
ASIC1,0.028273349,0.085016343,0.687653139
ATP11B,0.025232887,0.057460588,0.775687117
ATP11C,0.027750357,0.088960869,0.676300875
ATP13A2,0.026104157,0.067034199,0.753523041
ATP1A4,0.026733094,0.07591909,0.721541118
ATP1B1,0.022226478,0.09630229,0.670423295
ATP1B2,0.028155513,0.092000177,0.66530569
ATP1B3,0.027778547,0.078628002,0.709262842
ATP2B1,0.050015365,0.115765868,0.555470061
ATP2B4,0.025410096,0.059604869,0.772868801
ATP6AP2,0.751946749,0.972066195,0
ATP8B3,0.02550823,0.060472899,0.771411884
ATP8B4,0.018816285,0.043056423,0.785575247
ATP9A,0.026478025,0.074760762,0.726335258
ATRN,0.03017418,0.118748504,0.592574539
B3GNT2,0.022822267,0.09927289,0.659659417
B3GNT4,0.018675884,0.040406081,0.786545928
B3GNT5,0.016942712,0.037480617,0.787302892
B4GALT7,0.036311862,0.121141942,0.574289542
BAI2,0.019234631,0.048559809,0.782755714
BAMBI,0.025647317,0.06274687,0.76636304
BCAM,0.026303533,0.071550622,0.737605381
BEST2,0.040383836,0.270754341,0.337416184
BEST4,0.031377525,0.13302897,0.558182139
BLCAP,0.020009696,0.069510904,0.763574242
BRI3,0.026410294,0.0720564,0.735440628
BRICD5,0.026553625,0.073141784,0.731391284
BST2,0.025874412,0.065393685,0.758864298
BTN1A1,0.027311789,0.085153066,0.690256658
BTN2A2,0.026607194,0.070686948,0.739370865
BTN3A2,0.024611883,0.059169596,0.774606495
BTN3A3,0.037447634,0.170811997,0.480352156
BTNL9,0.026852831,0.076835154,0.718145827
C10orf128,0.025734565,0.064344313,0.762207621
C10orf54,0.027537062,0.085602954,0.688155666
C10orf76,0.026002132,0.067197457,0.753280473
C11orf24,0.027245739,0.086194279,0.687171397
C11orf83,0.028568777,0.101903612,0.636795165
C12orf76,0.027087479,0.079533963,0.708464535
C15orf52,0.036853935,0.174601157,0.475152434
C16orf91,0.025829201,0.065244896,0.759411232
C17orf62,0.127126934,0.060447088,0.515162946
C17orf80,0.019822876,0.056917125,0.778323339
C18orf8,0.027093452,0.085526718,0.689808022
C19orf24,0.027884091,0.082491045,0.696596276
C19orf26,0.02599645,0.067612466,0.75200855
C19orf35,0.027047578,0.082686335,0.698510144
C19orf59,0.032629584,0.109780075,0.606600928
C19orf77,0.026370489,0.072245499,0.734895408
C1QTNF6,0.03257295,0.174501561,0.482351227
C1orf101,0.025705663,0.063485549,0.764545538
C1orf162,0.023587359,0.062506651,0.771212119
C1orf186,0.026345037,0.073070819,0.732335889
C1orf27,0.033180645,0.122584772,0.577712453
C1orf43,0.038542712,0.118346529,0.575438164
C1orf50,0.02647036,0.070210225,0.7416569
C1orf61,0.030499723,0.097448443,0.643060999
C2orf82,0.030010897,0.108128381,0.615769337
C3AR1,0.026606389,0.076840121,0.718927265
C3orf17,0.610014396,0.992403829,0
C3orf18,0.020817733,0.063338248,0.774218266
C3orf35,0.018259396,0.061558166,0.777127285
C4orf32,0.026426639,0.071980129,0.735616795
C4orf3,0.028177361,0.088425953,0.676728028
C5orf28,0.025744387,0.063482068,0.764427388
C5orf42,0.020793321,0.062407977,0.775273223
C6orf89,0.026262752,0.068933051,0.74659283
C9orf89,0.02671323,0.077196804,0.717393657
CACNA2D4,0.028469652,0.140174499,0.549403492
CADM2,0.025893735,0.065549279,0.758406063
CALHM3,0.025876498,0.06430693,0.761865546
CAMSAP2,0.029692691,0.100408741,0.637605884
CARNS1,0.029263097,0.108693416,0.616315779
CASC4,0.035984493,0.19963698,0.440206199
CASD1,0.02594581,0.066086222,0.756666801
CATSPER1,0.032047869,0.15483695,0.516050514
CATSPER3,0.026169398,0.069871046,0.743713476
CATSPERD,0.026381755,0.071907141,0.736070384
CATSPERG,0.028699032,0.093259255,0.660003422
CCDC108,0.01899205,0.048388234,0.783026303
CCDC109B,0.026634049,0.074770073,0.725851242
CCDC114,0.038476379,0.209981289,0.421073155
CCDC141,0.026177601,0.068117858,0.749802629
CCDC159,0.020148256,0.056588006,0.778332999
CCDC167,0.100350104,0.182970487,0.374284285
CCDC25,0.025767884,0.063669012,0.763877558
CCDC50,0.028525982,0.092449811,0.662779595
CCNJL,0.029014464,0.083520417,0.690077402
CCR10,0.029462204,0.126929711,0.576776569
CCR2,0.023685632,0.122213839,0.599541582
CCR4,0.025692124,0.063119168,0.765464037
CCR6,0.020187456,0.062483201,0.775696733
CCR7,0.027835533,0.093696218,0.661398537
CCRL2,0.017217967,0.040942735,0.786682598
CD101,0.026143557,0.079046114,0.713149484
CD151,0.019802633,0.057075597,0.7782847
CD164L2,0.027435789,0.08486652,0.690815044
CD226,0.052092028,0.137391167,0.511646482
CD22,0.026620214,0.072527114,0.733136297
CD276,0.034162753,0.130138701,0.558346931
CD300A,0.02587994,0.065736053,0.757899329
CD34,0.025964611,0.066612922,0.755179716
CD37,0.19970085,0.650065871,0.015472013
CD47,0.027788183,0.083274676,0.694693591
CD53,0.033321718,0.159118081,0.505928758
CD58,0.029626126,0.118032655,0.595299675
CD69,0.025563215,0.061338768,0.769802238
CD72,0.022640962,0.081226413,0.71751646
CD79B,0.051069852,0.1896223,0.432195967
CD7,0.029651636,0.128337872,0.573082804
CD82,0.027616365,0.087880321,0.680578848
CD83,0.026044542,0.066733514,0.754475025
CD84,0.027151751,0.083233407,0.696553853
CD96,0.026636471,0.075414239,0.723727164
CD97,0.03233105,0.19544558,0.450695147
CD99L2,0.028784606,0.108334346,0.618979621
CDCP1,0.025895012,0.065753885,0.757806887
CDH15,0.033747598,0.15604369,0.510809758
CDH17,0.019984026,0.05746407,0.778014289
CDH18,0.019021768,0.073212159,0.756126721
CDH19,0.028982944,0.09951461,0.641691943
CDH24,0.019985386,0.058084667,0.777744093
CDH26,0.025967564,0.066915592,0.754198829
CDH8,0.026093965,0.069018859,0.746866798
CDHR1,0.027579501,0.088142304,0.679799089
CDHR2,0.017490454,0.047822164,0.78410754
CDHR4,0.026413936,0.073355843,0.731084617
CDON,0.027537518,0.088095369,0.680140852
CEACAM19,0.020588898,0.049405716,0.781643726
CELSR1,0.030998298,0.098967474,0.637875158
CELSR2,0.025875415,0.064671893,0.760887268
CELSR3,0.026864003,0.080174431,0.707120995
CEP120,0.020951821,0.055265281,0.77855526
CHST11,0.026131853,0.069732757,0.744344635
CHST2,0.025345207,0.058607833,0.774363997
CHST3,0.028481888,0.088360931,0.675644562
CKLF,0.026111655,0.06885367,0.747412311
CLCA2,0.028418236,0.103587659,0.632462541
CLCN4,0.026519536,0.071217863,0.73790659
CLCN6,0.027299898,0.088636803,0.678890918
CLCNKB,0.026657147,0.075275719,0.724221267
CLDN11,0.028574531,0.093171096,0.660859366
CLDN12,0.026568714,0.071590816,0.736652495
CLDN15,0.019214756,0.047681404,0.783277408
CLDN23,0.027812847,0.084394,0.691104356
CLDN6,0.01949684,0.053109172,0.780465093
CLDN7,0.02050054,0.064152302,0.773487077
CLDN9,0.027835856,0.078259641,0.710374393
CLDND1,0.019727101,0.066315459,0.771332026
CLDND2,0.028711649,0.105725609,0.625966211
CLEC2D,0.026570299,0.076210513,0.72106762
CLEC4A,0.027718737,0.088940039,0.676527206
CLEC6A,0.030353493,0.149567009,0.527719773
CLECL1,0.153109413,0.317184183,0.193929043
CLIP4,0.01949622,0.050067885,0.781856386
CLPTM1L,0.198104367,0.157173885,0.28990827
CLSTN1,0.020486312,0.064145557,0.773535979
CLSTN3,0.032534235,0.147766492,0.527009458
CMTM1,0.026078212,0.067681608,0.7516384
CMTM2,0.034359015,0.171899871,0.483383464
CMTM4,0.026840993,0.076532923,0.719272651
CMTM6,0.036019798,0.272336171,0.34142444
CMTR2,0.027586455,0.086693497,0.68430984
CNEP1R1,0.050833043,0.196532178,0.422911151
CNGA3,0.020131092,0.057448003,0.778004634
CNIH3,0.068324589,0.208496391,0.38187563
CNNM2,0.029088352,0.098310553,0.644545354
CNNM3,0.031220834,0.187011712,0.465431115
CNPPD1,0.021724292,0.074189259,0.744197303
CNST,0.026685135,0.077443326,0.71663604
CNTNAP1,0.025559719,0.060807597,0.770700732
CNTNAP3B,0.030094065,0.145231382,0.537395566
CNTNAP4,0.03544036,0.219918615,0.41232827
COA1,0.020321794,0.061733232,0.776157652
COL23A1,0.025647546,0.063079995,0.765644532
COLQ,0.027711874,0.086528677,0.684451067
CR2,0.261041661,0.794551208,0
CRB3,0.023259466,0.064283493,0.768515969
CRELD1,0.036244231,0.114818173,0.587915456
CRLF1,0.025784837,0.064154081,0.762570351
CTAGE1,0.019870841,0.058054401,0.777821305
CTAGE5,0.021191677,0.100214115,0.6615118
CTXN1,0.026605898,0.072166416,0.734480806
CXCR2,0.027177179,0.087965956,0.681642866
CXorf57,0.033307312,0.115732024,0.592304093
CYB561A3,0.01969847,0.054799542,0.779616646
CYB561D1,0.026800087,0.078018987,0.71442077
CYB561D2,0.026364505,0.069835881,0.743294861
CYHR1,0.021171382,0.07520504,0.742738438
DCBLD1,0.027123727,0.080355086,0.705721539
DCBLD2,0.02552815,0.060647601,0.770981831
DCHS1,0.027926936,0.086359576,0.684262726
DCHS2,0.028059469,0.095525649,0.655103235
DCST2,0.028452563,0.093663768,0.659544555
DENND4C,0.026273328,0.071917454,0.736507315
DENND5B,0.027770703,0.088441506,0.677975756
DEXI,0.031325655,0.112343918,0.603973548
DGCR2,0.028244022,0.087171189,0.680845727
DHX36,0.037650821,0.221702916,0.405460777
DIRC2,0.025483642,0.060071338,0.771989137
DISP2,0.026565575,0.074544896,0.726704843
DLG2,0.024668133,0.153763994,0.530661993
DLK1,0.026019916,0.066321805,0.755725422
DLK2,0.09200919,0.325949659,0.236458829
DPY19L1,0.026899437,0.076697568,0.718389557
DPY19L3,0.018711017,0.041289556,0.786254139
DPY19L4,0.025672127,0.062853264,0.766099512
DRAM2,0.028204703,0.088575768,0.67609933
DSC2,0.021038011,0.06840921,0.763866744
DSG1,0.026923654,0.074635236,0.725381175
DSG2,0.028327333,0.100221059,0.641364051
DUOXA1,0.025614022,0.061952234,0.768423413
DYSF,0.020250488,0.052658411,0.780349306
EFCAB14,0.025859645,0.065240505,0.759320309
EFNA3,0.026551236,0.075759231,0.722931596
EFNA4,0.027215318,0.086709279,0.685644585
ELFN1,0.018727034,0.042273655,0.785982311
ELP6,0.01891695,0.042270794,0.78582724
EMC10,0.025859455,0.065062278,0.759807992
EMD,0.026257158,0.070435725,0.741601806
EMR2,0.026588981,0.074988632,0.725316174
ENDOD1,0.025683754,0.062872276,0.766025595
ENG,0.027239358,0.088170983,0.680869959
ENHO,0.027695867,0.087838002,0.680408701
ENTPD1,0.025328125,0.058289626,0.774819446
ENTPD8,0.019414552,0.049528471,0.782156091
EOGT,0.027182954,0.087692803,0.682363102
EPHX3,0.017565525,0.04611511,0.784927714
ERMAP,0.034670095,0.223612794,0.407737252
ERMARD,0.038659655,0.138105016,0.534432385
ERVFRD-1,0.019358273,0.049661422,0.782136754
ESAM,0.026163217,0.068874324,0.747165933
ESYT2,0.028271181,0.090600677,0.669389503
EVA1B,0.025751769,0.063881222,0.763269864
EVI2A,0.018888299,0.053971434,0.780368602
F2RL1,0.026640221,0.074821747,0.725608367
F2RL3,0.040664268,0.16062199,0.490948768
FADS6,0.026608632,0.072782868,0.732472253
FAM105A,0.027209295,0.083469356,0.695702147
FAM109A,0.020132896,0.060492022,0.776839035
FAM122C,0.020153302,0.058001409,0.777695842
FAM134A,0.36325624,0.76616058,0
FAM134C,0.026454937,0.072366177,0.734317465
FAM155A,0.025665638,0.063094674,0.765549019
FAM171A1,0.026428981,0.070610611,0.740199773
FAM173A,0.025991084,0.066343788,0.755749077
FAM173B,0.03410667,0.265490966,0.353506354
FAM174A,0.02558321,0.060472223,0.771292073
FAM180B,0.025598016,0.061345087,0.769751524
FAM189B,0.026499417,0.07179115,0.736055785
FAM19A2,0.020105892,0.055776227,0.778816029
FAM200A,0.027194225,0.080086733,0.706306804
FAM209A,0.025762869,0.064576953,0.761399971
FAM209B,0.026338655,0.071925639,0.736187096
FAM210B,0.026181149,0.070190977,0.742752048
FAM24B,0.101083993,0.427572332,0.151516832
FAM26E,0.025662903,0.061991182,0.7682277
FAM3D,0.026112151,0.066162949,0.755926305
FAM57A,0.037571501,0.17911635,0.468404572
FAM65A,0.031566874,0.107285666,0.614039264
FAM69A,0.027713359,0.0819692,0.698760152
FAM69B,0.025592643,0.061550897,0.769375407
FAM73A,0.049396642,0.15868919,0.480592953
FAM73B,0.031323034,0.106338236,0.6173639
FAM8A1,0.02587516,0.066849664,0.75459486
FAM98B,0.037736975,0.156984429,0.501663103
FAXC,0.028680518,0.088780194,0.67411633
FAXDC2,0.027320723,0.082293982,0.699009594
FER1L6,0.019249474,0.047217931,0.783547751
FGF6,0.026484131,0.071843583,0.735953527
FITM1,0.029111212,0.105913612,0.624424754
FLRT1,0.025430171,0.059708319,0.772730915
FLVCR1,0.025607144,0.061726383,0.768936458
FLVCR2,0.02805037,0.097488275,0.650203586
FNDC3B,0.016965452,0.040348001,0.786829452
FNDC4,0.027637057,0.084866456,0.690167062
FNDC5,0.026134896,0.068568118,0.748237515
FOCAD,0.022350767,0.06834108,0.760562592
FRRS1,0.025930731,0.065761008,0.757679628
FRYL,0.032615827,0.198211107,0.447213766
FUCA2,0.025389606,0.059086083,0.773721598
FUT4,0.9999989,0.999881661,0
FXYD7,0.033375869,0.121515239,0.579763903
FZD2,0.08138549,0.189449605,0.38984611
FZD4,0.031994802,0.133326238,0.556526276
FZD5,0.02682909,0.079833192,0.708369096
FZD9,0.025802633,0.06414995,0.762526459
GAL3ST4,0.028240796,0.082598369,0.695381194
GALNT18,0.027420117,0.090868265,0.671134087
GALNT7,0.039957055,0.257019042,0.357158303
GALR2,0.025902096,0.065105932,0.759558804
GALR3,0.02606433,0.067625191,0.751860651
GBP2,0.03540171,0.11082588,0.598719442
GCNT2,0.0191953,0.062698848,0.776263191
GDAP1,0.032005843,0.123023725,0.579423724
GDPD1,0.146052692,0.213750065,0.284717484
GDPD3,0.034624429,0.152619874,0.515504723
GDPD4,0.029181785,0.091174591,0.664644214
GDPD5,0.021276467,0.062552032,0.774528951
GFRA3,0.02812998,0.095959364,0.653699474
GGT7,0.362489846,0.258529677,0.098279065
GIMAP2,0.026505982,0.073457629,0.730329195
GINM1,0.035538838,0.201773076,0.437054173
GIPR,0.039608197,0.197670301,0.437342531
GJC1,0.018994547,0.061362082,0.776896671
GJC3,0.026379701,0.069256773,0.745051376
GJD3,0.026015403,0.066596043,0.755024932
GLT8D2,0.017371772,0.044089093,0.785720591
GOLM1,0.019800995,0.053536407,0.780166017
GP1BB,0.027815919,0.088763981,0.676778181
GP5,0.021167286,0.070919206,0.756537937
GPATCH2L,0.019677521,0.054437273,0.779838249
GPBAR1,0.020396799,0.067636341,0.767357473
GPER1,0.018506404,0.046668997,0.784204039
GPR114,0.022985661,0.070374044,0.752768912
GPR124,0.229085873,0.215956978,0.212862726
GPR125,0.029015425,0.10947666,0.614985336
GPR133,0.026872979,0.078866736,0.711752214
GPR135,0.087087684,0.246040125,0.311950651
GPR137C,0.02848837,0.089627903,0.671579565
